1,25,1,1,1,20,1,1,1,1,1,1,1,1
2,15,2,1,1,40,1,1,1,1,1,1,1,2
3,8,3,1,1,55,1,1,1,1,1,1,1,3
4,8,4,1,1,55,1,1,1,1,1,1,1,4
5,8,5,1,1,55,1,1,1,1,1,1,1,5
6,8,6,1,1,55,1,1,1,1,1,1,1,7
7,8,7,1,1,55,1,1,1,1,1,1,1,8
8,8,1,2,2,80,2,2,1,2,2,1,1,1
9,8,1,2,2,80,2,2,1,2,2,1,1,2
10,8,2,2,2,80,2,2,1,2,2,1,1,3
11,8,1,1,2,80,2,2,2,2,2,1,1,2
12,8,2,1,2,80,2,2,2,2,2,1,1,2
